38,No. 70 청소 활동을 계획하고 기록합니까?,"장비, 생산, 창고 및 실험실 환경에 대한 문서화된 청소/위생 절차 및 프로토콜; 보관된 기록 및 일부 배치 기록; ",GIVAUDAN
39,No. 71 청소 도구는 적절하게 관리되고 있나요?,"모든 세척 도구에 대한 지정된 보관 장소; 위생 구역(제품 접촉 표면, 바닥 등)별로 도구 분리; 세척 도구에 대한 색상 코드; 사용/더러운 도구와 세척한 도구를 위한 전용 장소; 알레르기 유발 물질과 접촉한 도구 및 기타 세척 도구는 식별하여 알레르기 유발 물질이 없는 성분과 분리; ",GIVAUDAN
40,No. 72 식품과 직접 접촉하는 모든 가공 장비가 업계 위생 기준이나 지침을 충족합니까?,"세척이 쉬운 표면, 배수가 가능한 장비 및 배관, 가공된 제품과 세척 세제에 모두 불활성인 재료, 적절한 경우 스테인리스 스틸로 만든 장비, EHEDG 등의 추가 위생 설계 권장 사항 고려 ",GIVAUDAN
41,No. 73 단열 분무 건조기가 있나요?,"단열 분무 건조기는 전문(외부) 회사에서 정기적으로 균열 테스트를 실시합니다. 테스트 빈도는 장비 위험 평가(연식, 재료 품질/두께, 용접 이음매의 저항성, 공정 조건, 제품 유형, 세척 공정)와 미생물 오염 가능성 및 검출 가능성/모니터링에 따라 결정됩니다. 분무 건조기의 연식과 최근 균열 시험 날짜를 설명해 주십시오.",GIVAUDAN
42,No. 79 완제품이 의도된 용도에 적합하다는 것을 보장하는 적절한 전제 조건이 확립되어 있습니까?,"영유아 식품, 개별 고객 계약과 같은 특정 요구 사항, 특정 계약 요구 사항 고려, 완제품의 유통기한을 정당화/확인하기 위한 안정성 프로토콜 마련, 산화 방지를 위해 필요한 경우 질소 하에 보관 ",GIVAUDAN
43,No. 80 알레르기 유발 물질은 안전하게 취급됩니까?,알레르기 유발 물질 관리 설명; 현장에서 취급하는 모든 알레르기 유발 물질 목록; 알레르기 유발 물질에 라벨을 붙이고 알레르기 유발 물질이 아닌 물질과 분리 보관; 알레르기 유발 물질 누출에 대한 예방 조치 수립; 잠재적 위험을 인지하는 직원; ,GIVAUDAN
44,No. 82 원자재 관련 위험에 대한 평가 방법이 있습니까?,"예를 들어, 조달 및 제조 방법, 콜드체인, 원산지, 출처 등을 고려합니다. 구매한 재료에 대한 적절한 사양 및 규제 문서를 유지 관리하고 업데이트합니다. ",GIVAUDAN
45,No. 87 모든 원자재와 1차 포장재에 대한 포괄적인 상품 수령 절차가 확립되어 있습니까?,"배송된 상품의 신원, 위생 상태, 변조 방지, 온도(해당되는 경우) 및 라벨을 고려합니다. 원자재의 보관 샘플을 보관합니다. 원자재 또는 포장을 수령하면 CoA를 확인합니다. 도로 탱크에 대량으로 배송되는 경우 세척 인증서를 보관하고 해당되는 경우 식품용으로 사용합니다. 대량 수령 및 이송 장비(호스, 펌프, 필터 등)는 안전하고 위생적인 ​​방식으로 보관해야 합니다. ",GIVAUDAN
46,"No. 88 원자재, 중간재, 완제품, 1차 포장재 및 보관 샘플은 적절한 조건에 보관되어 있습니까?",모든 재료는 (보호된 하역/적재 활동 포함) 내부에만 보관합니다. 원자재는 사양에 자세히 설명된 대로 올바른 조건에서 보관합니다. 주요 포장재는 사용 전에 분리하여 덮거나 보호합니다. FIFO 또는 FEFO 원칙을 적용하고 유통기한을 모니터링합니다. 보관 샘플은 유통기한보다 오래 보관합니다. 일반적으로 보관 샘플이 얼마나 오랫동안 보관되는지 표시해 주십시오.,GIVAUDAN
47,No. 89 완제품의 모든 1차 포장재가 해당 규정을 준수합니까?,"1차 포장은 식품 성분을 위한 포장 등 용도에 적합합니다. 사양서, 시험 보고서, 이전 증명서, 식품 적합성 증명서가 제공됩니다. ",GIVAUDAN
48,No. 93 실험실 장비와 표준물질은 잘 관리되고 있으며 의도한 용도에 적합합니까?,양호한 상태이고 잘 유지 관리된 장비; 각 주요 장비에 대한 기록부; 보관 수명 및 적절한 보관 조건에 관해 관리되는 참조 표준; ,GIVAUDAN
49,"No. 94 방출 기준에 사용되는 실험실 장비(예: 저울, 인큐베이터)가 적절한 주파수로 교정되었습니까?",프로토콜에 따라 외부(공인) 서비스 제공업체에 의해 교정이 수행됨; 적합하고 추적 가능한 표준을 사용하여 내부 검증이 수행됨; 사전 정의된 주파수; 교정 범위를 벗어난 결과/편차가 조사됨; 교정 상태가 명확하게 표시됨; ,GIVAUDAN
50,No. 95 구매한 원자재가 긍정적으로 방출되었나요?,"배치는 특별히 승인된 사람(예: 품질 관리)의 승인이 있을 때까지 (격리되어) 보관됩니다. 재료별 검사 계획, 세척/살균된 샘플링 도구 사용, 통계에 기반하고 샘플링 절차/프로토콜에 설명된 샘플 수, 검사 데이터의 정기적 추세 분석, 추세에서 벗어난 결과에 대한 보고 등이 있습니다. ",GIVAUDAN
51,No. 96 완제품의 긍정적인 출시가 있나요?,"배치는 특별히 승인된 사람(예: 품질 관리)의 승인이 있을 때까지 (격리되어) 보관됩니다. 재료별 검사 계획, 세척/살균된 샘플링 도구 사용, 통계에 기반하고 샘플링 절차/프로토콜에 설명된 샘플 수, 검사 데이터의 정기적 추세 분석, 추세에서 벗어난 결과에 대한 보고(예: 통계적 공정 관리 사용) ",GIVAUDAN
52,No. 97 원자재 및/또는 완제품은 오염물질 모니터링 프로그램의 적용을 받습니까?,"위험성 평가 및 과거 데이터를 기반으로 한 오염 물질 모니터링 프로그램(예: 살충제, 중금속, 미코톡신 등); 명확하게 정의된 모니터링 빈도; 이용 가능한 결과/기록; 분석 결과/데이터의 추세; 요청 시 결과 공유 의지; ",GIVAUDAN
53,"No. 99 규격에 맞지 않는(즉, 사양을 벗어난) 원자재, 중간체 및 완제품을 처리하는 서면 절차가 있습니까?","경영진의 결정에 따라 검역, 거부, 양보 또는 대체 용도를 관리합니다. 거부된 모든 재료는 명확하게 식별/라벨이 부착됩니다(물리적 및/또는 전자적으로). OOS 재료에 대한 조사 보고서 및 시정 조치가 취해집니다. ",GIVAUDAN
54,No. 100 모든 시험 방법이 문서화되고 공식적으로 승인되었습니까?,"절차에 따라 승인되고 문서화된 시험 방법, 수정된 방법 및 원래 방법과 비교하여 적합성이 확인됨 ",GIVAUDAN
55,No. 101 자체 개발한 방법이 의도한 용도에 대해 검증되었는가?,"방법의 정밀성, 선택성, 민감성 및 재현성을 입증하기 위한 링 테스트 또는 특정 검증 프로토콜에 기여합니다. ",GIVAUDAN
56,No. 102 감각적 특성은 문서화된 시험 절차의 일부로 평가됩니까?,감각 평가를 수행할 때 사용하는 기준 표준(예: 쌍 비교 또는 삼각 시험); 적절한 실험실 장비; 별도의 방/평가 부스; 제자리에 있는 환기 시스템; 특별히 훈련된 실험실 기술자; ,GIVAUDAN
57,No. 103 미생물학 테스트는 국제적으로 인정된 표준에 따라 수행됩니까?,"실험실은 적절하게 설비되어 있으며, 부패와 생물학적 위험을 방지하기 위한 예방 조치가 취해졌으며, ISO 표준에 따라 검사가 실시되었습니다. ",GIVAUDAN
58,No. 104 자격을 갖춘 제3자가 품질 관리 테스트를 실시합니까?,"모든 외부 실험실은 ISO 17025 인증을 받았으며, 인증서가 마련되어 있고 모든 외부 테스트가 인증 범위에 포함됩니다. 예인 경우, 테스트와 실험실을 주석에 나열해 주세요.",GIVAUDAN
59,No. 105 각 배송에 대해 분석 인증서(CoA)가 제공됩니까?,고객 사양을 준수하는 CoA; 배치별로 매개변수를 확인하고 어떤 매개변수가 모니터링 결과인지 명확하게 표시; CoA는 배치 배송과 함께 또는 수령 전에 전송됩니다. ,GIVAUDAN
60,No. 106 고객에게 안전하게 배송하기 위한 예방 조치 계획에 운송업체가 고려됩니까?,운송 차량은 적재 전에 청결과 적합성을 점검해야 함; 운송 중 통제되지 않는 오염을 방지하기 위한 절차가 마련되어 있어야 함; 완제품을 다른 냄새가 강한 제품과 함께 운송하지 않는다는 계약; 차량이나 냉장 장비가 고장난 경우 적절한 조치/소통을 보장해야 함; 출고 냉장 차량의 온도 설정은 기록하고 검증해야 함(예: 운송업체가 데이터 로거를 사용) ,GIVAUDAN
61,No. 117 높은 위험과 낮은 위험 작업을 효과적으로 분리하고 있나요?,"샘플링, 포장, 개봉된 제품 취급 등과 같은 중요한 활동을 위한 전용 구역과 같은 다양한 위생 구역; 헤어넷, 수염 커버, 의복, 신발과 같은 특정 의류 요구 사항; 적절한 경우 구역 간 기압 폭포; 위험 평가에 의해 뒷받침되는 결정; 위생구역이 다를 경우 댓글로 알려주세요.",GIVAUDAN
62,No. 118 인력 이동으로 인해 생산 환경이 오염되는 것을 방지하기 위한 조치가 있나요?,"해당 장소에서 손 위생을 시행합니다. 화장실은 생산, 충전 또는 포장 구역으로 직접 연결되어서는 안 됩니다. 충분한 위생 구역과 휴게실을 마련해야 합니다. 생산 및 실험실 구역에서는 흡연, 음식 섭취, 음료 섭취 및 약 복용이 금지됩니다. 제조 구역에서는 스테이플러, 종이 클립 또는 이와 유사한 물품을 사용하지 않아야 합니다. ",GIVAUDAN
63,No. 120 환경 모니터링 프로그램이 시행되고 있나요?,제품 접촉 표면과 공정 환경을 닦는다. 배수구를 고려한다. 특정 위생 구역과 내재적 위험에 적합한 사전 정의된 빈도를 사용한다. 고위험 구역에서 양성 결과가 나온 경우 적절한 곳을 식별하는 등 단계적 절차를 거친다. ,GIVAUDAN
64,No. 121 구체적인 인사위생 기준이 있나요?,"시설 방문객을 포함한 모든 인원이 문서화하고 채택해야 하는 요구 사항; 보석류, 화장/화장품 착용 금지(예: 인조 속눈썹, 가짜 손톱); 탈의실 내에서는 야외복 및 기타 개인용품을 작업복과 별도로 보관해야 함; ",GIVAUDAN
65,No. 122 문서화되고 검증된 청소/위생 절차가 있나요?,"장비 및 생산, 창고, 실험실 환경에 대한 절차 및 프로토콜; 보관된 기록; 주기적으로 검증 및 확인된 세척 절차; 효과성 및 세척 잔류물 없음 확인(예: ELISA 테스트, 생물 발광, 미세 면봉, 최종 헹굼); 세척되었지만 사용되지 않은 장비에 대해 정의된 최대 유휴 시간; CIP/COP에 사용된 화학 물질 농도 검증 ",GIVAUDAN
66,No. 123 모든 세척 및 소독제를 올바르게 취급합니까?,"승인된 화학 물질 공급업체, 승인된 세척제 목록, 식품 등급 문자 제공, 세척제에 라벨을 붙이고 안전하고 식별 가능한 장소에 보관, 물질과 저장소에 대한 명확한 라벨링, 사용된 각 화학 물질에 대한 MSDS 제공, 식품 등급 및 비식품 등급 화학 물질은 별도로 보관 ",GIVAUDAN
67,No. 124 직원의 질병과 전염병을 통제하기 위한 공식적인 건강 및 안전 프로그램이 있습니까?,"현지 노동법에 따라: 열린 상처나 전염병이 있는 경우, 완제품이나 직원에게 위험을 초래할 수 있는 경우 직원은 열린 제품을 다루는 것이 허용되지 않습니다. 건강/예방 접종 증명서를 제공합니다. ",GIVAUDAN
68,No. 125 실험실과 그 활동이 적절하게 분리되어 있습니까?,제품의 안전성이 위협받지 않음; 생산 환경의 영향을 받지 않는 시험 결과; 미생물 시험을 실시하는 실험실에 대한 특별 예방 조치(예: 병원균을 처리하기 위한 생물 안전 캐비닛 2등급) ,GIVAUDAN
69,No. 126 건물과 생산 장비가 정기적으로 검사를 받고 적절한 상태인가요?,"벽, 바닥, 천장을 검사하고 유지 관리합니다(예: 느슨한 페인트, 먼지, 곰팡이, 목재 및 기타 오염 물질과 균열 없음). 장비는 잘 유지 관리합니다(예: 녹, 테이프 엔지니어링, 깨진 부품 없음). 외부 지면은 잘 유지 관리되어 잔해, 과도한 잡초 및 정체수가 없습니다. ",GIVAUDAN
70,No. 127 예방적 유지관리 프로그램이 있나요?,유지 관리 활동 계획; 구축된 건물 및 장비 고려; 사용 가능한 주요 장비에 대한 프로토콜 및 기록; 식품 접촉 표면에는 식품 등급 페인트 및 윤활제만 사용; 임시 수리를 하는 경우 제품 안전을 보장하기 위해 장비를 제어해야 함; CCP 모니터링 장치에 특별한 주의 기울임; 구축된 유지 관리 활동 후 인계 절차; 사용된 유지 관리 도구의 제어 및 조정; ,GIVAUDAN
71,No. 128 효과적인 해충 관리 프로그램이 시행되고 있나요?,"곤충, 설치류, 새, 거미, 파충류 등 모든 관련/해당 해충을 고려함; 외부 공인/면허 서비스 제공업체에서 운영함; 계약 및 보험 제공; 사용된 살충제에 대한 MSDS 제공; 기록된 살충제 사용; 문서화 및 검토된 해충 방제 검사 결과(서비스 보고서); 필요한 조치에 대한 후속 조치; 생산 및 창고 환경에서는 독성 물질이 허용되지 않음; ",GIVAUDAN
72,No. 129 해충의 침입이나 해충의 침입 가능성이 최소화되었습니까?,"예방 조치(예: 폐쇄된 문 정책 및 방충망); 함정과 미끼를 설치하고, 접근이 가능하며 제자리에 고정; 현장 지도에 표시된 해충 감시자; 실내외에 충분한 수의 해충 감시자 배치; 해충 관찰 기록부 사용; ",GIVAUDAN
73,No. 130 유리 정책이 있나요?,"유리/취성 재료에 대한 정기적인 점검을 위한 등록 또는 재고 관리; 유리, 도자기, 단단한 플라스틱의 파손을 처리하기 위한 서면 절차; 식품/식품 성분 취급 및 보관 구역의 창문과 램프는 깨지지 않도록 보호하거나 차폐 처리; 사고 보고서 작성; ",GIVAUDAN
74,No. 131 콜드체인 유지를 위한 예방조치가 확립되어 있나요?,"냉장 또는 냉동 보관실의 온도와 습도를 지속적으로 모니터링합니다. 자동 경고 시스템을 사용할 수 있으며, 제품이 불필요하게 가열되거나 해동되는 것을 방지하기 위한 조치를 시행합니다. ",GIVAUDAN
75,"No. 134 공정수, 얼음, 증기를 위한 발전기와 공급 시스템이 모니터링되고 유지관리됩니까?","제어된 프로세스 매개변수(예: 온도, 전도도 등), 탱크 및 루프를 고려한 유지 관리 일정 제공, 계획된 절차에 따른 위생 관리 ",GIVAUDAN
76,"No. 135 재료/식품 가공, 장비 세척 및 건조를 위한 공정 공기를 정기적으로 점검합니까?",미생물학적 및 물리적 오염에 대한 모니터링; 운영 절차 및 사양에 따른 모니터링; 제품 및 공정 매개변수와 호환되는 공기 질; 편차 처리 확립; ,GIVAUDAN
77,No. 136 공정 공기용 발전기와 공급 시스템이 모니터링되고 유지 관리됩니까?,"유지관리 일정에 따라 정기적으로 유지관리/교환하는 공기 필터; 적절한 필터 등급의 제품 접촉 전 터미널 필터(예: 차가운 공기의 경우 H10, 70°C 이상의 뜨거운 공기의 경우 F7; EHEDG 가이드라인, EN 779; EN 1822 또는 이와 동등한 효율에 따름); 압축 공기용 필터 및 오일 분리기; 사용 중인 필터에 대한 세부 정보를 제공해 주세요.",GIVAUDAN
78,No. 150 인사에 대한 정기적인 역량 평가가 실시됩니까?,모든 직위에 대한 책임과 직무 요건을 명시한 직무 설명; 직원에 대한 반복적인 역량 평가 및 기술 매트릭스 등에 기록; 특히 실험실 기술자의 경우 직무별로 기술된 기술 세트; ,GIVAUDAN
79,No. 151 모든 직위에 대해 적절한 소개 및 재교육 프로그램이 마련되어 있습니까?,"전체 직원을 대상으로 포괄적이고 체계적인 교육 프로그램을 시행하고 있으며, 재현 가능하고 문서화되어 있습니다. 예를 들어, 테스트를 통해 교육 노력의 성공과 의미를 보장하기 위해 교육 세션에 대한 효과성 검사를 실시합니다. ",GIVAUDAN
80,No. 153 위험 물질을 취급하는 직원에게 라벨에 적힌 내용이 의미하는 바를 알려주는가?,위험물 및 유해물질을 취급하는 직원에 대한 정기적인 교육; 교육 참여 기록; ,GIVAUDAN
81,No. 154 직원들이 소화기 작동 및 비상 대피 방법에 대한 교육을 받았나요?,"직원의 정기적인 교육, 교육 참여 기록, 정기적인 대피 훈련 시행 ",GIVAUDAN
82,No. 166 모든 관련 직원이 화장품 제조 기준에 대한 교육을 받았습니까?,"cGMP 화장품 원칙 및 위험 식별, 알레르기 유발 물질 취급 ",GIVAUDAN
83,No. 168 직원과 방문객이 등록되어 있나요?,현장에 출입할 때; 전체 직원과 모든 방문객에게 유효합니다. ,GIVAUDAN
